"Season","Team","Bat","BsR","Fld","Pos","Off","Def","Lg","Rep","RAR","WAR"
"2010","Phillies","3.7","6.0","14.2","4.7","9.8","18.9","0.6","27.3","56.5","5.9"
"2014","Red Sox","6.6","1.9","15.5","2.5","8.5","18.0","2.8","24.1","53.5","5.9"
"2011","Braves","7.8","4.1","-11.4","2.6","11.8","-8.8","1.0","23.1","27.2","2.9"
"2019","Blue Jays","6.3","6.8","-3.1","-0.5","13.1","-3.6","3.5","28.2","41.2","4.0"
"2017","Dodgers","6.5","1.9","17.0","5.1","8.4","22.2","2.0","32.6","65.1","6.5"
"2018","Royals","6.0","6.5","3.8","0.7","12.5","4.5","2.7","25.6","45.3","4.7"
"2015","Red Sox","5.6","5.8","-2.9","1.1","11.4","-1.8","3.6","30.1","43.2","4.6"
"2017","Braves","-0.8","0.8","4.5","2.3","0.0","6.8","1.5","24.4","32.7","3.3"
"2017","Cubs","0.1","-0.7","0.2","3.5","-0.6","3.7","3.0","48.5","54.6","5.4"
"2011","Angels","11.7","-2.7","16.9","0.3","9.0","17.2","4.6","33.1","63.9","6.8"
"2015","Indians","6.0","5.9","-0.1","2.5","11.9","2.5","3.5","29.1","47.0","5.0"
"2019","Orioles","3.4","8.8","-2.8","6.2","12.2","3.4","5.0","39.8","60.4","5.9"
"2017","Mets","6.0","-8.9","-6.1","4.3","-2.9","-1.8","1.8","29.6","26.7","2.7"
"2015","Rockies","-6.5","3.1","0.0","2.2","-3.4","2.2","1.1","18.1","18.0","1.9"
"2016","Rays","6.7","-0.7","0.6","1.7","6.0","2.4","3.4","23.9","35.7","3.7"
"2010","Athletics","4.0","2.1","11.4","1.3","6.1","12.7","4.4","23.1","46.3","4.8"
"2013","Rays","9.0","2.2","0.7","1.3","11.1","2.0","3.4","25.1","41.7","4.5"
"2015","Dodgers","9.7","2.4","-2.8","2.7","12.2","-0.1","1.5","25.9","39.5","4.2"
"2012","Rangers","-0.7","3.3","-1.2","0.9","2.7","-0.3","3.2","22.1","27.7","2.9"
"2015","Rays","9.0","-1.7","-5.9","-0.2","7.3","-6.0","3.3","27.8","32.4","3.4"
"2012","Braves","2.8","3.4","3.6","2.3","6.1","5.9","0.5","18.6","31.1","3.3"
"2017","Phillies","-3.3","1.8","6.9","1.0","-1.5","7.8","1.9","30.3","38.6","3.8"
"2013","Angels","7.1","-4.5","-4.0","2.1","2.6","-1.9","2.6","19.3","22.7","2.4"
"2012","Astros","1.9","3.7","-8.2","2.1","5.5","-6.1","0.5","18.6","18.5","1.9"
"2011","Pirates","4.3","2.2","-5.1","2.4","6.5","-2.7","0.8","19.2","23.9","2.5"
"2012","Red Sox","-0.2","-0.4","10.4","2.3","-0.6","12.7","3.4","23.1","38.6","4.0"
"2018","Braves","0.6","5.6","6.7","2.3","6.2","9.0","1.1","20.5","36.8","3.8"
"2011","Diamondbacks","-1.3","0.7","5.8","2.1","-0.6","7.9","0.8","18.1","26.2","2.8"
"2014","Pirates","6.4","0.7","-1.6","3.2","7.1","1.6","1.5","21.8","32.0","3.5"
"2015","Twins","1.2","2.8","-0.5","2.4","4.1","1.9","2.5","20.8","29.2","3.1"
"2013","Brewers","0.2","1.0","-6.0","2.2","1.2","-3.8","0.9","18.0","16.3","1.8"
"2010","Rangers","-8.7","4.2","-2.8","1.9","-4.5","-0.9","4.6","24.3","23.4","2.4"
"2017","Diamondbacks","-11.4","0.0","-5.9","-0.1","-11.4","-6.0","1.7","27.5","11.8","1.2"
"2013","Phillies","2.7","-4.4","-2.4","0.4","-1.7","-1.9","1.6","33.2","31.2","3.4"
"2014","Angels","8.4","-0.5","6.5","1.2","7.9","7.8","2.6","22.0","40.2","4.4"
"2017","Rockies","-22.3","-6.0","1.5","2.5","-28.3","4.1","1.7","27.7","5.2","0.5"
