"Season","Team","Bat","BsR","Fld","Pos","Off","Def","Lg","Rep","RAR","WAR"
"2016","Rockies","12.6","4.7","2.3","1.3","17.3","3.6","0.7","23.9","45.5","4.7"
"2012","Rangers","29.9","7.0","0.3","-1.5","36.9","-1.3","4.1","28.3","68.0","7.1"
"2019","Astros","34.2","2.9","12.1","-1.8","37.1","10.3","3.5","27.5","78.4","7.6"
"2012","Orioles","22.0","0.5","-6.0","2.4","22.5","-3.6","3.0","20.6","42.4","4.4"
"2018","Yankees","20.0","7.0","0.7","1.6","27.0","2.3","1.8","17.4","48.5","5.0"
"2016","Cubs","19.6","4.8","3.4","1.8","24.4","5.2","0.6","20.2","50.4","5.2"
"2011","Pirates","23.4","1.6","3.4","2.2","25.0","5.6","0.9","19.7","51.2","5.4"
"2014","Dodgers","60.8","-5.1","-15.8","-7.9","55.7","-23.8","3.3","46.8","82.1","9.0"
"2018","Rockies","8.1","2.1","-13.9","2.0","10.3","-11.9","1.2","22.7","22.3","2.3"
"2017","Astros","31.1","1.1","-5.3","-1.9","32.2","-7.2","3.2","30.6","58.8","5.8"
"2019","Braves","21.9","11.9","2.4","-0.3","33.9","2.1","1.0","31.2","68.2","6.6"
"2016","Red Sox","13.9","5.1","8.2","2.4","19.1","10.5","2.7","19.2","51.5","5.3"
"2010","Pirates","16.6","6.2","-14.4","2.0","22.8","-12.3","0.4","20.4","31.3","3.3"
"2010","Blue Jays","16.7","-0.2","-5.0","0.7","16.5","-4.3","4.3","22.6","39.1","4.1"
"2014","Indians","35.2","7.7","-10.2","-3.3","42.9","-13.5","4.0","34.3","67.7","7.4"
"2019","Pirates","14.4","3.4","-7.6","2.0","17.8","-5.7","0.6","18.4","31.1","3.0"
"2015","Red Sox","21.8","7.7","3.7","-0.2","29.5","3.5","3.2","26.6","62.7","6.7"
"2010","Cardinals","20.9","6.8","-13.1","0.0","27.7","-13.1","0.6","27.3","42.5","4.4"
"2010","Diamondbacks","8.6","6.4","6.4","2.1","15.0","8.5","0.5","21.3","45.2","4.7"
"2011","Rockies","4.0","1.6","-5.0","1.8","5.6","-3.1","0.7","16.4","19.5","2.1"
"2017","Mets","26.7","6.9","14.6","-2.0","33.7","12.6","2.1","34.2","82.6","8.2"
"2013","Blue Jays","13.1","3.1","-1.0","1.7","16.2","0.6","2.4","17.5","36.6","4.0"
"2018","Brewers","14.9","7.2","19.1","1.9","22.1","21.0","1.2","21.9","66.2","6.8"
"2016","Dodgers","20.6","6.5","1.5","-0.3","27.1","1.2","0.8","25.7","54.8","5.6"
"2013","Orioles","13.5","6.3","-1.4","1.9","19.8","0.5","2.7","20.0","43.0","4.6"
"2019","Diamondbacks","23.0","19.8","14.0","0.3","42.7","14.3","1.3","43.0","101.4","9.8"
"2014","Brewers","15.5","2.7","6.9","1.2","18.2","8.0","1.6","22.0","49.8","5.5"
"2014","Rockies","4.9","8.2","-7.9","-1.2","13.1","-9.1","2.1","30.3","36.4","4.0"
"2010","Yankees","14.5","14.9","32.1","-2.4","29.4","29.7","6.2","32.5","97.7","10.1"
"2015","Royals","16.5","12.7","14.0","0.2","29.2","14.3","2.9","24.2","70.6","7.5"
"2018","Mets","38.0","1.5","-6.6","-5.1","39.4","-11.7","2.4","43.9","74.1","7.6"
"2019","Twins","22.0","2.1","18.1","-3.9","24.1","14.2","4.9","38.7","81.9","8.0"
