"Season","Team","Bat","BsR","Fld","Pos","Off","Def","Lg","Rep","RAR","WAR"
"2011","Cubs","-3.3","0.2","6.3","-8.9","-3.0","-2.6","1.7","38.0","34.0","3.6"
"2014","Rays","7.7","6.2","0.9","-10.4","13.9","-9.5","2.6","22.2","29.3","3.2"
"2010","Nationals","-5.1","5.2","-7.4","-11.2","0.1","-18.6","0.8","36.7","19.0","2.0"
"2013","Cubs","2.9","-0.1","0.6","-7.1","2.8","-6.5","1.4","27.7","25.3","2.7"
"2015","Astros","6.1","5.8","-4.7","-8.4","11.9","-13.1","3.1","26.0","27.9","3.0"
"2010","Royals","-2.4","-2.5","-12.3","-7.1","-4.9","-19.4","4.0","21.2","1.0","0.1"
"2014","Athletics","12.9","6.9","11.3","-16.5","19.8","-5.2","4.3","36.6","55.4","6.1"
"2017","Rays","4.1","5.8","11.3","-15.3","9.9","-4.1","4.5","42.2","52.5","5.2"
"2015","Mets","8.9","4.2","3.6","-9.2","13.1","-5.6","2.0","34.2","43.7","4.6"
"2011","Rays","3.7","5.4","17.5","-7.3","9.1","10.2","3.0","21.6","44.0","4.7"
"2019","Phillies","-6.9","0.2","8.2","-6.9","-6.7","1.3","1.1","35.2","30.9","3.0"
"2019","Blue Jays","-2.0","1.3","-5.7","-9.8","-0.7","-15.5","4.8","38.4","27.0","2.6"
"2017","Diamondbacks","-24.0","11.4","-13.2","-8.2","-12.6","-21.4","3.4","54.4","23.7","2.4"
"2013","Rangers","-6.4","1.2","16.2","-10.8","-5.2","5.4","4.0","29.4","33.6","3.6"
"2010","Pirates","-2.5","-0.7","2.7","-8.4","-3.2","-5.6","0.6","26.1","17.8","1.8"
