"Season","Team","Bat","BsR","Fld","Pos","Off","Def","Lg","Rep","RAR","WAR"
"2015","Athletics","1.9","-1.2","-15.7","1.6","0.7","-14.1","3.2","27.1","17.0","1.8"
"2019","Phillies","-11.3","2.6","5.2","3.3","-8.7","8.6","1.2","37.6","38.6","3.8"
"2015","Mets","4.6","-0.9","-7.7","1.4","3.7","-6.3","1.9","32.0","31.2","3.3"
"2016","Angels","0.4","-6.0","-1.1","-0.6","-5.6","-1.6","4.0","28.3","25.1","2.6"
"2019","Brewers","-8.8","-2.6","1.6","2.6","-11.4","4.1","0.8","26.9","20.4","2.0"
"2017","Padres","-4.8","6.7","-10.6","1.0","1.9","-9.6","1.4","22.1","15.8","1.6"
"2012","Rays","5.9","-6.0","0.9","-1.2","-0.1","-0.4","6.6","45.2","51.3","5.4"
"2011","Astros","-1.8","-0.2","-22.1","2.2","-2.1","-19.9","1.1","24.2","3.3","0.4"
"2014","Rays","3.6","2.6","3.1","1.5","6.2","4.6","2.3","19.8","32.8","3.6"
"2010","Tigers","-5.4","-0.7","1.8","2.1","-6.1","3.9","3.3","17.2","18.3","1.9"
"2012","Giants","2.6","-1.0","-3.0","3.6","1.5","0.6","0.6","23.8","26.6","2.8"
"2017","Cardinals","-6.3","-2.0","2.2","2.9","-8.2","5.1","1.7","27.1","25.7","2.6"
"2012","Mariners","2.8","-0.2","2.1","1.8","2.6","3.9","3.3","23.0","32.7","3.4"
"2014","Orioles","-1.7","0.8","1.5","3.4","-0.9","4.9","2.5","21.8","28.3","3.1"
"2010","Giants","-3.8","-6.1","-1.8","1.5","-9.9","-0.3","0.4","18.8","8.9","0.9"
"2011","Reds","-5.5","2.7","12.5","2.4","-2.8","14.9","1.0","23.0","36.1","3.8"
"2010","Padres","-1.8","3.5","16.5","2.4","1.6","19.0","0.4","20.0","41.0","4.3"
"2012","Orioles","-5.1","-1.5","-0.6","-0.7","-6.6","-1.3","2.8","19.3","14.3","1.5"
"2018","Pirates","-4.7","-4.7","-5.1","0.0","-9.5","-5.1","1.4","26.5","13.4","1.4"
"2014","Indians","-2.6","2.5","-17.2","-0.1","0.0","-17.3","3.0","25.6","11.3","1.2"
"2014","Blue Jays","-2.8","-1.4","0.8","-0.3","-4.2","0.6","3.1","27.0","26.5","2.9"
"2016","Phillies","-8.2","-2.6","2.6","2.6","-10.8","5.3","0.8","25.3","20.5","2.1"
"2017","Angels","-5.8","-6.5","3.4","-1.0","-12.3","2.4","2.9","27.8","20.8","2.1"
"2018","Diamondbacks","-8.4","0.6","0.9","1.7","-7.8","2.6","1.6","29.6","26.0","2.7"
"2019","Royals","-13.6","-3.6","-3.8","-3.6","-17.2","-7.4","4.5","35.9","15.8","1.5"
"2016","Tigers","-7.3","0.2","2.5","2.5","-7.1","5.0","3.7","25.8","27.4","2.8"
"2012","Red Sox","-11.1","0.1","1.5","-0.5","-11.1","1.0","4.3","30.0","24.3","2.5"
"2018","Tigers","-4.6","2.8","3.2","2.1","-1.7","5.2","2.0","18.5","24.0","2.5"
"2010","White Sox","-14.9","-6.0","-21.4","0.7","-20.9","-20.7","5.0","26.2","-10.4","-1.1"
"2011","Braves","-8.0","-5.5","-1.6","-1.9","-13.5","-3.5","1.7","38.6","23.3","2.5"
"2013","Reds","-6.3","-1.8","8.1","2.2","-8.2","10.2","1.1","21.8","24.9","2.7"
"2011","Nationals","-7.7","-4.0","-1.7","1.9","-11.7","0.2","1.2","28.4","18.1","1.9"
"2015","Giants","-1.6","-0.2","3.9","2.6","-1.7","6.4","1.4","23.6","29.7","3.2"
"2013","Pirates","-1.2","-0.6","-3.1","2.2","-1.8","-0.8","1.0","20.7","19.1","2.1"
"2017","Athletics","-3.6","-0.7","7.3","1.5","-4.2","8.9","1.7","16.2","22.6","2.2"
"2012","Phillies","-6.0","-1.8","5.3","2.1","-7.8","7.4","0.5","19.0","19.1","2.0"
"2016","Royals","-9.2","-7.1","-0.3","2.8","-16.4","2.4","3.4","23.7","13.1","1.3"
"2011","Diamondbacks","-12.5","-0.8","11.0","3.0","-13.3","14.0","1.1","26.1","27.9","2.9"
"2018","Phillies","-9.9","-2.6","-8.2","4.0","-12.4","-4.2","1.5","27.2","12.0","1.2"
"2018","Padres","-8.7","4.6","-2.9","0.3","-4.1","-2.6","1.8","33.4","28.5","2.9"
"2014","Mets","-1.4","-4.9","0.1","0.5","-6.3","0.6","1.6","22.5","18.4","2.0"
"2016","Yankees","-9.1","5.0","9.1","2.6","-4.1","11.7","3.0","21.0","31.6","3.2"
"2010","Pirates","-8.7","-1.2","-4.7","2.0","-9.9","-2.7","0.4","19.5","7.3","0.8"
"2010","Indians","-9.4","-3.8","-3.0","0.0","-13.2","-3.0","4.9","25.7","14.4","1.5"
"2011","Indians","-5.0","0.1","7.8","1.2","-4.9","9.1","2.6","19.1","25.9","2.7"
"2019","Angels","-14.0","-2.6","10.6","2.6","-16.6","13.2","5.2","41.5","43.3","4.2"
"2019","Marlins","-23.0","-6.9","4.3","-5.9","-29.8","-1.6","1.9","60.0","30.5","3.0"
"2013","Phillies","-9.4","-8.2","-7.3","1.1","-17.6","-6.2","1.3","27.4","5.0","0.5"
"2017","Marlins","-10.6","0.4","-2.8","1.8","-10.1","-0.9","1.4","23.0","13.4","1.3"
"2014","Giants","-2.3","-4.7","6.7","2.0","-6.9","8.6","1.7","23.9","27.3","3.0"
"2016","Reds","-12.4","-1.1","-2.1","2.1","-13.5","-0.1","0.6","20.5","7.5","0.8"
"2010","Phillies","-15.0","3.9","11.0","2.1","-11.1","13.1","0.5","24.4","26.9","2.8"
"2012","Dodgers","-11.0","-0.2","12.3","3.3","-11.2","15.6","0.9","38.0","43.4","4.5"
"2014","Diamondbacks","-9.5","-0.5","-5.0","1.9","-10.0","-3.1","1.3","18.8","7.1","0.8"
"2014","Brewers","-13.6","-4.7","3.0","-3.1","-18.3","-0.1","2.1","30.3","14.0","1.5"
"2010","Dodgers","-10.6","0.9","6.4","1.8","-9.7","8.2","0.5","23.7","22.7","2.4"
"2015","Padres","-5.6","-4.4","-3.7","0.5","-10.1","-3.1","1.4","24.6","12.8","1.4"
"2010","Marlins","-19.2","-2.1","-13.9","0.3","-21.3","-13.6","0.6","27.2","-7.2","-0.7"
"2013","Giants","-3.1","-3.8","-1.1","3.2","-6.9","2.1","1.3","26.6","23.1","2.5"
"2015","Marlins","-9.8","-1.8","0.4","-0.1","-11.6","0.3","1.8","31.3","21.8","2.3"
"2013","Red Sox","-15.5","0.8","-3.2","3.2","-14.7","0.0","3.3","24.1","12.7","1.4"
"2016","Giants","-12.9","-1.1","11.9","3.0","-14.0","14.9","0.8","27.0","28.8","2.9"
"2012","Royals","-9.6","0.2","13.4","2.4","-9.4","15.8","2.9","20.3","29.7","3.1"
"2016","Braves","-16.0","-0.9","-4.4","2.5","-16.9","-1.9","0.8","27.4","9.5","1.0"
"2019","Rays","-15.5","-2.5","-6.4","1.1","-18.0","-5.2","4.9","38.6","20.2","2.0"
"2019","Orioles","-20.7","-3.2","5.4","2.2","-23.9","7.6","4.2","33.7","21.6","2.1"
"2019","Blue Jays","-16.5","-5.0","-12.4","-2.1","-21.5","-14.5","3.8","30.2","-2.0","-0.2"
"2012","Diamondbacks","-14.8","-2.6","-1.8","2.3","-17.5","0.5","0.5","21.7","5.2","0.5"
"2013","Rockies","-20.1","-1.5","12.6","2.4","-21.6","15.0","0.9","18.2","12.5","1.4"
"2011","Royals","-14.2","-0.7","-9.6","2.2","-15.0","-7.4","3.3","23.8","4.8","0.5"
"2018","Marlins","-11.1","-2.8","6.3","-1.7","-13.9","4.6","1.7","31.1","23.5","2.4"
"2018","Blue Jays","-15.8","-10.2","-8.8","5.0","-26.0","-3.7","3.8","35.8","9.8","1.0"
"2015","Braves","-12.1","-0.6","-6.2","0.9","-12.7","-5.3","1.6","27.2","10.7","1.1"
"2014","Tigers","-7.8","-2.9","-12.6","1.0","-10.8","-11.6","2.5","21.8","1.9","0.2"
"2019","Rangers","-33.3","-0.9","-6.2","0.3","-34.2","-5.9","4.4","35.2","-0.5","0.0"
"2015","Yankees","-10.5","0.6","-4.8","2.8","-9.8","-2.0","2.6","22.0","12.8","1.4"
"2012","Marlins","-13.5","-2.2","-10.9","0.0","-15.8","-11.0","0.7","28.0","1.9","0.2"
"2013","Astros","-8.5","-3.5","-2.1","2.1","-12.0","0.1","2.3","16.8","7.2","0.8"
"2018","Royals","-15.3","-7.3","-0.3","-6.5","-22.6","-6.8","3.0","28.5","2.0","0.2"
"2010","Twins","-17.3","-3.7","17.8","3.6","-21.0","21.4","4.7","24.8","29.9","3.1"
"2012","Angels","-7.8","3.7","8.0","3.6","-4.1","11.6","3.6","24.8","35.9","3.8"
"2015","Diamondbacks","-25.5","-3.3","-8.8","-0.3","-28.8","-9.1","2.1","35.9","0.0","0.0"
"2012","Twins","-18.5","-3.7","-8.4","3.9","-22.2","-4.5","4.9","34.0","12.3","1.3"
"2018","Giants","-11.0","-1.7","-5.1","0.3","-12.7","-4.9","1.4","26.1","9.9","1.0"
"2018","Red Sox","-21.0","-4.3","-6.7","2.2","-25.3","-4.5","3.2","30.5","3.9","0.4"
"2010","Astros","-19.3","0.3","-18.0","1.7","-19.0","-16.3","0.6","26.8","-8.0","-0.8"
"2018","Orioles","-21.2","-9.8","-14.3","0.4","-31.0","-13.9","3.8","35.5","-5.5","-0.6"
"2010","Diamondbacks","-26.8","-5.1","2.7","3.3","-31.9","6.1","0.6","26.7","1.5","0.2"
"2012","Blue Jays","-16.8","-3.6","-2.0","3.4","-20.4","1.4","3.6","24.7","9.3","1.0"
"2013","Blue Jays","-19.9","-3.7","-12.6","1.9","-23.6","-10.7","4.2","30.9","0.7","0.1"
"2010","Cardinals","-17.3","1.7","-5.5","3.3","-15.6","-2.1","0.5","25.4","8.2","0.9"
"2011","Twins","-12.0","-4.5","-10.4","1.8","-16.5","-8.7","2.4","17.7","-5.1","-0.5"
"2013","Cardinals","-13.3","-4.8","-17.0","4.0","-18.1","-13.1","1.3","27.1","-2.7","-0.3"
"2011","Athletics","-12.0","-4.6","-9.7","3.1","-16.5","-6.7","3.0","21.8","1.6","0.2"
"2018","White Sox","-10.3","0.2","3.8","2.0","-10.1","5.8","2.1","20.1","18.0","1.8"
"2016","Red Sox","-21.4","1.0","1.9","-0.8","-20.4","1.1","3.5","24.7","8.9","0.9"
"2017","White Sox","-32.3","-5.4","13.1","-7.0","-37.8","6.2","5.2","49.2","22.9","2.3"
"2017","Rays","-15.7","1.3","2.5","-0.9","-14.4","1.5","2.7","25.3","15.1","1.5"
"2010","Athletics","-14.2","-2.0","10.1","2.6","-16.2","12.7","3.8","20.0","20.3","2.1"
"2015","Tigers","-17.9","-6.1","-2.1","2.0","-24.0","-0.1","3.0","25.5","4.4","0.5"
"2014","Red Sox","-30.6","2.3","-8.7","5.7","-28.3","-3.0","4.9","42.1","15.7","1.7"
"2014","Angels","-8.3","-1.6","4.6","1.2","-9.9","5.8","2.6","21.9","20.4","2.2"
"2011","Padres","-10.6","-2.6","3.7","0.9","-13.1","4.5","1.1","25.3","17.8","1.9"
"2017","Braves","-20.9","1.0","1.4","2.6","-19.9","4.0","1.3","20.4","5.7","0.6"
"2013","Indians","-22.4","0.9","-4.4","-0.9","-21.5","-5.3","4.2","31.3","8.7","0.9"
"2011","Tigers","-20.4","-2.6","-1.8","0.7","-23.0","-1.2","3.0","22.0","0.8","0.1"
"2017","Red Sox","-26.0","1.7","-0.8","2.7","-24.3","1.9","2.6","24.4","4.6","0.5"
"2013","Twins","-22.1","-2.1","-2.9","2.7","-24.2","-0.2","3.5","25.9","5.0","0.5"
"2014","Braves","-12.5","-2.8","-1.9","2.2","-15.3","0.3","1.2","17.3","3.5","0.4"
"2011","Rockies","-45.4","-0.3","-12.8","-0.3","-45.8","-13.1","1.4","31.9","-25.6","-2.7"
